Lat (DD),Long (DD),Depth
51.325779934,-003.499574073,-17.618
51.325774605,-003.499552874,-17.637
51.325774548,-003.499537232,-17.698
51.325775751,-003.499513569,-17.750
51.325784919,-003.499495578,-17.769
51.325780278,-003.499470082,-17.752
51.325774433,-003.499467503,-17.780
51.325784518,-003.499444069,-17.836
51.325774491,-003.499427053,-17.830
51.325781595,-003.499397373,-17.917
51.325780965,-003.499396113,-17.901
51.325777585,-003.499371590,-17.941
51.325774777,-003.499359386,-17.949
51.325784403,-003.499324550,-17.965
51.325784861,-003.499314180,-17.916
51.325779934,-003.499292350,-17.883
51.325784919,-003.499279860,-17.822
51.325785663,-003.499253618,-17.728
51.325782111,-003.499245826,-17.702
51.325785663,-003.499218954,-17.650
51.325782684,-003.499212423,-17.639
51.325782283,-003.499198328,-17.668
51.325778960,-003.499173003,-17.701
51.325775694,-003.499159768,-17.785
51.325777470,-003.499142464,-17.840
51.325785606,-003.499124932,-17.916
51.325780507,-003.499098289,-17.957
51.325775064,-003.499089867,-17.999
51.325774433,-003.499070386,-18.050
51.325776267,-003.499051822,-18.101
51.325774491,-003.499027758,-18.133
51.325774663,-003.499015554,-18.180
51.325775751,-003.499000657,-18.297
51.325775694,-003.498968113,-18.336
51.325780679,-003.498960550,-18.460
51.325776152,-003.498943362,-18.504
51.325775293,-003.498928465,-18.582
51.325785606,-003.498894259,-18.582
51.325784231,-003.498890993,-18.591
51.325782856,-003.498875065,-18.669
51.325775751,-003.498854553,-18.817
51.325776783,-003.498834614,-18.872
51.325778845,-003.498815592,-18.912
51.325775522,-003.498798002,-18.955
51.325775121,-003.498783277,-19.009
51.325785033,-003.498749759,-19.043
51.325784747,-003.498746780,-19.068
51.325779132,-003.498731138,-19.155
51.325782512,-003.498696245,-19.240
51.325777184,-003.498695214,-19.243
51.325781424,-003.498659747,-18.981
51.325784632,-003.498644163,-18.850
51.325779991,-003.498624568,-18.897
51.325783601,-003.498610931,-18.811
51.325785377,-003.498603884,-18.944
51.325775694,-003.498583716,-19.056
51.325774949,-003.498552318,-19.109
51.325775465,-003.498533983,-18.832
51.325778100,-003.498527394,-18.772
51.325780450,-003.498510664,-18.811
51.325778330,-003.498490782,-18.933
51.325781538,-003.498466374,-19.023
51.325783085,-003.498444716,-19.079
51.325785320,-003.498433085,-18.901
51.325785663,-003.498423803,-18.934
51.325782627,-003.498390171,-18.602
51.325777126,-003.498383238,-18.538
51.325783028,-003.498371951,-18.661
51.325782741,-003.498353845,-18.938
51.325781882,-003.498319296,-18.880
51.325779877,-003.498305087,-18.753
51.325780278,-003.498286924,-18.719
51.325775006,-003.498280564,-18.762
51.325776840,-003.498254666,-18.845
51.325776439,-003.498228940,-18.791
51.325781424,-003.498212210,-18.526
51.325781022,-003.498209746,-18.649
51.325783773,-003.498191698,-18.969
51.325785148,-003.498163050,-18.944
51.325777184,-003.498150560,-18.896
51.325775579,-003.498135205,-18.993
51.325776382,-003.498102775,-18.834
51.325779590,-003.498091373,-18.743
51.325783945,-003.498084555,-18.724
51.325785492,-003.498066106,-19.030
51.325784976,-003.498042099,-19.197
51.325784231,-003.498015800,-19.169
51.325781595,-003.497995517,-19.039
51.325783486,-003.497976954,-18.820
51.325774949,-003.497975177,-18.811
51.325784403,-003.497943149,-18.907
51.325782741,-003.497937821,-18.897
51.325784403,-003.497906251,-18.901
51.325783372,-003.497897370,-18.839
51.325782054,-003.497885681,-18.900
51.325777757,-003.497864539,-19.061
51.325775579,-003.497846090,-19.143
51.325775579,-003.497828328,-19.160
51.325775637,-003.497799509,-19.008
51.325781767,-003.497779742,-18.882
51.325783257,-003.497779111,-18.855
51.325785606,-003.497760949,-19.100
51.325777298,-003.497741468,-19.183
51.325775408,-003.497724910,-19.210
51.325775350,-003.497707320,-19.280
51.325775236,-003.497674718,-19.409
51.325775121,-003.497654493,-19.338
51.325778272,-003.497638966,-19.148
51.325776954,-003.497623496,-18.987
51.325783887,-003.497616678,-19.002
51.325785320,-003.497598859,-19.135
51.325785033,-003.497577831,-19.370
51.325785549,-003.497548381,-19.366
51.325781424,-003.497527869,-19.220
51.325784747,-003.497509764,-19.163
51.325784575,-003.497499393,-19.006
51.325785148,-003.497486273,-18.975
51.325775866,-003.497461177,-18.963
51.325775637,-003.497450921,-19.037
51.325775236,-003.497429435,-19.095
51.325775236,-003.497418721,-19.145
51.325775923,-003.497400558,-19.194
51.325776897,-003.497380161,-19.258
51.325775694,-003.497365092,-19.304
51.325781424,-003.497330485,-19.182
51.325779533,-003.497312609,-19.040
51.325782398,-003.497297540,-18.962
51.325775579,-003.497288602,-19.104
51.325777241,-003.497259553,-19.120
51.325774548,-003.497253881,-19.128
51.325775751,-003.497237036,-19.172
51.325783142,-003.497218587,-19.183
51.325781366,-003.497203976,-19.269
51.325775178,-003.497185985,-19.368
51.325783658,-003.497166276,-19.450
51.325780908,-003.497148858,-19.500
51.325778845,-003.497123304,-19.551
51.325781080,-003.497098552,-19.425
51.325779762,-003.497079816,-19.331
51.325780163,-003.497071623,-19.318
51.325795060,-003.500405206,-17.523
51.325792138,-003.500384694,-17.488
51.325796378,-003.500377819,-17.408
51.325795461,-003.500359541,-17.423
51.325786351,-003.500344587,-17.490
51.325791794,-003.500322299,-17.489
51.325789158,-003.500305798,-17.534
51.325795576,-003.500284541,-17.609
51.325787612,-003.500265404,-17.661
51.325793742,-003.500246325,-17.357
51.325796034,-003.500224209,-17.246
51.325795862,-003.500211088,-17.002
51.325789617,-003.500202093,-17.068
51.325787382,-003.500183643,-17.092
51.325785778,-003.500168288,-17.139
51.325786065,-003.500149266,-17.170
51.325788471,-003.500132478,-17.229
51.325786179,-003.500113742,-17.271
51.325786466,-003.500091454,-17.328
51.325786007,-003.500071917,-17.339
51.325785778,-003.500058051,-17.383
51.325793226,-003.500034903,-17.463
51.325786466,-003.500009235,-17.493
51.325796149,-003.499993479,-17.303
51.325794430,-003.499989010,-17.290
51.325790304,-003.499959560,-17.325
51.325785950,-003.499952340,-17.406
51.325790534,-003.499932573,-17.447
51.325791508,-003.499908738,-17.507
51.325789388,-003.499899227,-17.559
51.325786122,-003.499878085,-17.628
51.325786294,-003.499862615,-17.674
51.325796664,-003.499828925,-17.563
51.325796779,-003.499812882,-17.400
51.325794773,-003.499792027,-17.234
51.325792711,-003.499786698,-17.134
51.325788184,-003.499760170,-17.129
51.325786351,-003.499755071,-17.173
51.325791278,-003.499737424,-17.250
51.325785835,-003.499718402,-17.256
51.325787554,-003.499693363,-17.334
51.325787096,-003.499683165,-17.359
51.325787440,-003.499654288,-17.341
51.325793971,-003.499641511,-17.313
51.325795461,-003.499628619,-17.442
51.325790362,-003.499607763,-17.510
51.325790304,-003.499593726,-17.578
51.325785721,-003.499574131,-17.614
51.325788528,-003.499552416,-17.713
51.325789044,-003.499539581,-17.760
51.325791450,-003.499505892,-17.770
51.325787612,-003.499491453,-17.738
51.325790935,-003.499484692,-17.758
51.325787153,-003.499467045,-17.807
51.325788528,-003.499448367,-17.845
51.325790591,-003.499415823,-17.841
51.325792081,-003.499408030,-17.910
51.325792997,-003.499393133,-17.926
51.325795633,-003.499377262,-17.975
51.325793341,-003.499343859,-17.958
51.325795518,-003.499326212,-17.928
51.325786466,-003.499306502,-17.890
51.325796091,-003.499293267,-17.834
51.325795289,-003.499274531,-17.737
51.325791508,-003.499260551,-17.639
51.325796149,-003.499247831,-17.651
51.325786867,-003.499221533,-17.609
51.325788528,-003.499212251,-17.659
51.325789445,-003.499198156,-17.727
51.325786466,-003.499179879,-17.772
51.325786466,-003.499159825,-17.835
51.325787210,-003.499140287,-17.877
51.325787440,-003.499126135,-17.936
51.325789731,-003.499107170,-17.941
51.325790591,-003.499088205,-18.033
51.325785721,-003.499067235,-18.110
51.325786580,-003.499050562,-18.181
51.325790190,-003.499031941,-18.220
51.325786408,-003.499017044,-18.325
51.325788815,-003.498997563,-18.354
51.325787039,-003.498980890,-18.390
51.325788013,-003.498964561,-18.483
51.325787612,-003.498944221,-18.548
51.325790705,-003.498926058,-18.623
51.325792768,-003.498896207,-18.506
51.325787841,-003.498888300,-18.537
51.325787096,-003.498873575,-18.627
51.325790591,-003.498855699,-18.839
51.325789330,-003.498837651,-18.911
51.325790075,-003.498821035,-18.950
51.325786065,-003.498795710,-19.011
51.325788242,-003.498773480,-19.080
51.325796550,-003.498755202,-18.957
51.325795232,-003.498747525,-18.973
51.325796263,-003.498729648,-19.067
51.325796836,-003.498712689,-19.225
51.325787325,-003.498694354,-19.276
51.325796607,-003.498659690,-18.920
51.325786924,-003.498642158,-18.849
51.325786752,-003.498640553,-18.926
51.325796263,-003.498607207,-18.813
51.325796034,-003.498605202,-18.839
51.325796091,-003.498587669,-18.991
51.325795919,-003.498563089,-19.150
51.325787783,-003.498533869,-18.931
51.325789445,-003.498517940,-18.793
51.325791622,-003.498515133,-18.828
51.325790877,-003.498493762,-18.973
51.325792596,-003.498465457,-19.021
51.325794372,-003.498450446,-18.926
51.325788929,-003.498432054,-18.887
51.325793628,-003.498409193,-18.879
51.325789216,-003.498390228,-18.663
51.325792195,-003.498374873,-18.506
51.325787669,-003.498371722,-18.625
51.325794888,-003.498353158,-18.934
51.325793226,-003.498321817,-18.781
51.325791393,-003.498305029,-18.738
51.325795404,-003.498299701,-18.777
51.325793456,-003.498281710,-18.842
51.325793628,-003.498261484,-18.784
51.325796607,-003.498228883,-18.814
51.325786065,-003.498215018,-18.390
51.325792023,-003.498209002,-18.608
51.325785835,-003.498174681,-18.915
51.325787898,-003.498168551,-18.908
51.325787898,-003.498154742,-19.003
51.325786580,-003.498135319,-19.020
51.325786236,-003.498103864,-18.951
51.325787554,-003.498085071,-18.732
51.325795805,-003.498081805,-18.708
51.325794487,-003.498066106,-18.987
51.325796550,-003.498048401,-19.160
51.325796779,-003.498015628,-19.143
51.325794602,-003.497996148,-18.977
51.325796550,-003.497979761,-18.843
51.325786236,-003.497965724,-18.820
51.325790304,-003.497958275,-18.842
51.325791107,-003.497936617,-18.835
51.325796607,-003.497906079,-18.841
51.325795461,-003.497896453,-18.807
51.325786809,-003.497886942,-18.868
51.325786065,-003.497866888,-19.095
51.325790018,-003.497849814,-19.152
51.325796836,-003.497821854,-19.177
51.325791909,-003.497797790,-19.060
51.325789502,-003.497779684,-18.887
51.325787325,-003.497778710,-18.914
51.325795003,-003.497757110,-19.074
51.325788299,-003.497741525,-19.222
51.325788070,-003.497724738,-19.267
51.325787268,-003.497693511,-19.416
51.325796320,-003.497687152,-19.411
51.325787382,-003.497660910,-19.388
51.325787783,-003.497636101,-19.193
51.325790247,-003.497617881,-18.955
51.325794544,-003.497612151,-18.948
51.325792596,-003.497599203,-19.035
51.325795919,-003.497579264,-19.258
51.325796550,-003.497554569,-19.296
51.325796435,-003.497532338,-19.221
51.325796206,-003.497514176,-19.082
51.325796149,-003.497506040,-18.943
51.325786580,-003.497489080,-18.953
51.325786351,-003.497468568,-19.034
51.325788242,-003.497452812,-19.068
51.325787726,-003.497432873,-19.170
51.325786065,-003.497418549,-19.210
51.325787783,-003.497401819,-19.261
51.325787898,-003.497381364,-19.317
51.325788013,-003.497348075,-19.299
51.325795576,-003.497332720,-19.176
51.325787325,-003.497317078,-19.044
51.325788471,-003.497311578,-19.045
51.325794430,-003.497289920,-19.118
51.325794487,-003.497270210,-19.158
51.325792997,-003.497240588,-19.197
51.325795518,-003.497226436,-19.150
51.325786637,-003.497214977,-19.111
51.325789101,-003.497200710,-19.311
51.325792195,-003.497185985,-19.421
51.325786809,-003.497159343,-19.486
51.325786637,-003.497139920,-19.510
51.325786809,-003.497131898,-19.550
51.325785778,-003.497098437,-19.470
51.325795805,-003.497080389,-19.322
51.325795289,-003.497070477,-19.293
51.325794888,-003.497059018,-19.483
51.325806290,-003.500421707,-17.553
51.325804972,-003.500417582,-17.599
51.325799414,-003.500385496,-17.430
51.325798440,-003.500378907,-17.390
51.325806462,-003.500365042,-17.424
51.325802222,-003.500336852,-17.475
51.325797008,-003.500327513,-17.608
51.325806634,-003.500309637,-17.617
51.325797925,-003.500291073,-17.562
51.325798097,-003.500275947,-17.699
51.325803654,-003.500240824,-17.495
51.325804342,-003.500225068,-17.134
51.325806003,-003.500218651,-17.049
51.325802451,-003.500201462,-17.112
51.325797008,-003.500182325,-17.126
51.325804686,-003.500156772,-17.131
51.325797696,-003.500147031,-17.225
51.325797925,-003.500122738,-17.250
51.325800560,-003.500105606,-17.329
51.325802050,-003.500087845,-17.368
51.325796951,-003.500074609,-17.402
51.325801706,-003.500059999,-17.488
51.325807493,-003.500030091,-17.480
51.325804342,-003.500007401,-17.368
51.325803712,-003.500003276,-17.321
51.325803654,-003.499989010,-17.338
51.325798670,-003.499967925,-17.401
51.325797524,-003.499951366,-17.408
51.325800045,-003.499933605,-17.440
51.325801248,-003.499909769,-17.510
51.325797352,-003.499892810,-17.628
51.325797524,-003.499881236,-17.691
51.325805889,-003.499849494,-17.667
51.325804227,-003.499827607,-17.524
51.325808123,-003.499811908,-17.334
51.325803311,-003.499795407,-17.128
51.325802337,-003.499791110,-17.140
51.325797409,-003.499766759,-17.215
51.325801993,-003.499739028,-17.236
51.325802623,-003.499736278,-17.290
51.325797123,-003.499706541,-17.318
51.325797867,-003.499701327,-17.361
51.325797409,-003.499680930,-17.420
51.325797123,-003.499664372,-17.410
51.325797524,-003.499645006,-17.486
51.325805201,-003.499627760,-17.489
51.325804571,-003.499599398,-17.517
51.325801534,-003.499587481,-17.592
51.325799243,-003.499563932,-17.676
51.325798899,-003.499554822,-17.736
51.325807722,-003.499531961,-17.754
51.325797581,-003.499505376,-17.768
51.325798612,-003.499492656,-17.767
51.325797065,-003.499482572,-17.763
51.325799529,-003.499465956,-17.844
51.325805660,-003.499442752,-17.828
51.325796951,-003.499423328,-17.842
51.325801993,-003.499413760,-17.850
51.325797294,-003.499392045,-17.975
51.325802222,-003.499369241,-17.947
51.325803540,-003.499343573,-17.906
51.325805889,-003.499326155,-17.889
51.325804800,-003.499306674,-17.866
51.325801649,-003.499288397,-17.800
51.325807837,-003.499273099,-17.674
51.325798899,-003.499253905,-17.622
51.325803482,-003.499245826,-17.637
51.325803597,-003.499222449,-17.663
51.325802909,-003.499216032,-17.786
51.325797696,-003.499185207,-17.776
51.325798154,-003.499180280,-17.859
51.325796951,-003.499159539,-17.911
51.325798039,-003.499140631,-17.917
51.325797180,-003.499124072,-17.977
51.325797982,-003.499098576,-18.026
51.325800560,-003.499085856,-18.121
51.325807149,-003.499069813,-18.173
51.325798555,-003.499052796,-18.232
51.325800159,-003.499035436,-18.317
51.325797065,-003.499016070,-18.388
51.325796951,-003.498998194,-18.431
51.325797810,-003.498980375,-18.450
51.325804628,-003.498964561,-18.587
51.325800503,-003.498942330,-18.628
51.325800045,-003.498928407,-18.680
51.325801993,-003.498895978,-18.514
51.325801477,-003.498890535,-18.514
51.325803826,-003.498873002,-18.615
51.325797237,-003.498856501,-18.829
51.325797753,-003.498838739,-18.935
51.325798555,-003.498820920,-18.972
51.325800503,-003.498800523,-19.028
51.325797008,-003.498784308,-19.115
51.325803654,-003.498749415,-18.930
51.325806748,-003.498734633,-18.922
51.325807379,-003.498731138,-18.986
51.325804686,-003.498712001,-19.178
51.325806290,-003.498680030,-18.896
51.325803482,-003.498676478,-18.897
51.325799758,-003.498643819,-18.971
51.325797237,-003.498640840,-18.985
51.325801133,-003.498610645,-18.841
51.325805660,-003.498600561,-18.810
51.325806748,-003.498587154,-18.888
51.325807207,-003.498568819,-19.058
51.325800159,-003.498533869,-19.074
51.325803425,-003.498519258,-18.820
51.325798670,-003.498499147,-18.674
51.325802852,-003.498492788,-18.856
51.325807665,-003.498462765,-18.925
51.325799987,-003.498445232,-18.910
51.325808009,-003.498431939,-18.854
51.325798326,-003.498408677,-18.903
51.325806634,-003.498390457,-18.629
51.325807379,-003.498380774,-18.491
51.325798612,-003.498370977,-18.620
51.325800045,-003.498337287,-18.801
51.325800675,-003.498322906,-18.730
51.325801534,-003.498313394,-18.765
51.325800732,-003.498284174,-18.807
51.325797123,-003.498271970,-18.808
51.325800675,-003.498263891,-18.918
51.325803826,-003.498232321,-18.737
51.325797180,-003.498213241,-18.636
51.325799071,-003.498209804,-18.647
51.325801592,-003.498192271,-18.934
51.325797352,-003.498173937,-19.007
51.325799586,-003.498154513,-19.032
51.325801191,-003.498138356,-19.079
51.325800388,-003.498103577,-19.010
51.325807780,-003.498084899,-18.695
51.325802451,-003.498083868,-18.674
51.325804800,-003.498066335,-18.910
51.325807035,-003.498048344,-19.126
51.325807321,-003.498013394,-19.007
51.325807321,-003.497996835,-18.899
51.325804456,-003.497989960,-18.839
51.325798211,-003.497975980,-18.858
51.325800388,-003.497955353,-18.919
51.325798154,-003.497936331,-18.969
51.325801993,-003.497906537,-18.839
51.325805545,-003.497894562,-18.792
51.325805602,-003.497886369,-18.880
51.325801191,-003.497868550,-19.147
51.325798670,-003.497849184,-19.222
51.325802451,-003.497818244,-19.130
51.325803597,-003.497811483,-19.100
51.325798097,-003.497782549,-18.947
51.325806806,-003.497763355,-18.893
51.325804342,-003.497760032,-18.975
51.325802680,-003.497739864,-19.242
51.325799414,-003.497713450,-19.314
51.325798097,-003.497693397,-19.431
51.325804055,-003.497678213,-19.397
51.325800274,-003.497654207,-19.407
51.325798097,-003.497636789,-19.206
51.325806634,-003.497618970,-18.948
51.325799128,-003.497611063,-18.948
51.325807035,-003.497594218,-18.974
51.325808181,-003.497580696,-19.166
51.325807379,-003.497555199,-19.192
51.325806118,-003.497532453,-19.089
51.325807952,-003.497515665,-18.977
51.325798326,-003.497499623,-18.928
51.325798670,-003.497491085,-18.996
51.325797696,-003.497467594,-19.064
51.325800274,-003.497453958,-19.147
51.325797294,-003.497436540,-19.187
51.325796951,-003.497416830,-19.254
51.325801534,-003.497399985,-19.315
51.325804628,-003.497368530,-19.356
51.325807665,-003.497349164,-19.183
51.325806634,-003.497333980,-19.115
51.325799071,-003.497321490,-19.009
51.325798269,-003.497310145,-19.070
51.325797982,-003.497290493,-19.158
51.325797466,-003.497271127,-19.193
51.325797925,-003.497251532,-19.211
51.325800847,-003.497225118,-19.145
51.325798899,-003.497219217,-19.163
51.325798039,-003.497204263,-19.358
51.325796951,-003.497185412,-19.472
51.325798498,-003.497164328,-19.536
51.325801362,-003.497138143,-19.575
51.325799816,-003.497131612,-19.549
51.325807436,-003.497101531,-19.459
51.325805316,-003.497079759,-19.312
51.325807722,-003.497071623,-19.272
51.325804456,-003.497058560,-19.460
51.325814884,-003.500426864,-17.554
51.325818551,-003.500403143,-17.472
51.325816030,-003.500391226,-17.411
51.325816088,-003.500382861,-17.459
51.325808410,-003.500365672,-17.520
51.325810473,-003.500344644,-17.553
51.325808639,-003.500328258,-17.639
51.325808983,-003.500311929,-17.582
51.325811217,-003.500277093,-17.712
51.325814254,-003.500258643,-17.611
51.325819296,-003.500244606,-17.223
51.325819239,-003.500240080,-16.930
51.325817978,-003.500222547,-17.077
51.325817233,-003.500200087,-17.092
51.325810473,-003.500171325,-16.753
51.325812020,-003.500161814,-17.204
51.325810587,-003.500143995,-17.226
51.325808639,-003.500130817,-17.317
51.325810071,-003.500098846,-17.334
51.325808524,-003.500089105,-17.414
51.325812363,-003.500062577,-17.455
51.325814197,-003.500050717,-17.495
51.325817233,-003.500025851,-17.345
51.325811561,-003.500017371,-17.271
51.325810358,-003.500004880,-17.325
51.325812020,-003.499986947,-17.391
51.325808238,-003.499970961,-17.480
51.325809327,-003.499952741,-17.438
51.325810988,-003.499931198,-17.550
51.325808983,-003.499911660,-17.610
51.325816374,-003.499894873,-17.686
51.325809384,-003.499879976,-17.770
51.325808868,-003.499849552,-17.661
51.325815858,-003.499827493,-17.351
51.325818895,-003.499818211,-17.104
51.325811504,-003.499793230,-17.183
51.325809613,-003.499791339,-17.164
51.325817348,-003.499761832,-17.245
51.325808295,-003.499745732,-17.284
51.325808238,-003.499734444,-17.326
51.325817062,-003.499715308,-17.375
51.325809498,-003.499696629,-17.406
51.325808353,-003.499676060,-17.444
51.325809957,-003.499661564,-17.491
51.325809728,-003.499647699,-17.532
51.325817749,-003.499628161,-17.364
51.325809327,-003.499611087,-17.604
51.325810129,-003.499593153,-17.650
51.325808295,-003.499573672,-17.711
51.325811618,-003.499557744,-17.796
51.325811045,-003.499522794,-17.736
51.325812478,-003.499516434,-17.764
51.325808582,-003.499503027,-17.832
51.325809040,-003.499479306,-17.886
51.325816775,-003.499451747,-17.645
51.325813738,-003.499440861,-17.805
51.325817864,-003.499430318,-17.872
51.325815801,-003.499409978,-17.896
51.325818093,-003.499382706,-17.899
51.325818666,-003.499360303,-17.913
51.325814426,-003.499344718,-17.848
51.325815400,-003.499330280,-17.840
51.325819353,-003.499309940,-17.773
51.325818609,-003.499290975,-17.659
51.325817119,-003.499282323,-17.639
51.325812707,-003.499254936,-17.571
51.325811848,-003.499241586,-17.619
51.325809040,-003.499229554,-17.673
51.325810415,-003.499213912,-17.794
51.325815515,-003.499189905,-17.850
51.325810931,-003.499167388,-17.898
51.325809441,-003.499158106,-17.924
51.325808582,-003.499131750,-18.018
51.325810014,-003.499122869,-18.024
51.325808639,-003.499107457,-18.079
51.325809613,-003.499081444,-18.142
51.325808524,-003.499063052,-18.191
51.325808639,-003.499049416,-18.316
51.325810530,-003.499033832,-18.377
51.325808353,-003.499017903,-18.430
51.325808295,-003.498991605,-18.500
51.325809498,-003.498982724,-18.567
51.325809556,-003.498963587,-18.638
51.325811962,-003.498937288,-18.659
51.325809441,-003.498924683,-18.738
51.325814197,-003.498895061,-18.507
51.325819067,-003.498881539,-18.569
51.325810301,-003.498874435,-18.607
51.325811676,-003.498856673,-18.894
51.325812134,-003.498823785,-18.968
51.325817233,-003.498817998,-19.045
51.325810988,-003.498800065,-19.106
51.325818207,-003.498768151,-19.112
51.325809269,-003.498754056,-18.929
51.325815973,-003.498744030,-18.847
51.325811848,-003.498728732,-18.928
51.325818379,-003.498696818,-18.931
51.325808639,-003.498678197,-18.913
51.325808353,-003.498675561,-18.925
51.325809040,-003.498658372,-18.993
51.325812077,-003.498637517,-19.041
51.325808467,-003.498608812,-18.932
51.325818780,-003.498590534,-18.745
51.325811447,-003.498584919,-18.494
51.325816431,-003.498569678,-18.918
51.325819124,-003.498550599,-19.046
51.325809155,-003.498518857,-18.783
51.325812191,-003.498510950,-18.799
51.325817864,-003.498497543,-18.820
51.325812535,-003.498463567,-18.799
51.325812707,-003.498452623,-18.867
51.325815858,-003.498438357,-18.962
51.325814712,-003.498408047,-18.752
51.325815572,-003.498390744,-18.627
51.325815858,-003.498379170,-18.486
51.325817978,-003.498371607,-18.572
51.325817062,-003.498343704,-18.771
51.325810530,-003.498327776,-18.752
51.325808353,-003.498313165,-18.815
51.325809728,-003.498284403,-18.704
51.325809384,-003.498281252,-18.688
51.325819010,-003.498246588,-18.930
51.325817004,-003.498229628,-18.748
51.325810816,-003.498216565,-18.644
51.325819067,-003.498210205,-18.693
51.325810358,-003.498190781,-18.893
51.325808467,-003.498174223,-19.052
51.325808238,-003.498142252,-19.075
51.325816489,-003.498136465,-19.122
51.325810014,-003.498103062,-19.026
51.325811275,-003.498084784,-18.751
51.325817634,-003.498084441,-18.679
51.325814139,-003.498066450,-18.855
51.325818494,-003.498032588,-19.054
51.325818322,-003.498014425,-18.890
51.325816660,-003.498004341,-18.826
51.325808639,-003.497990189,-18.862
51.325808868,-003.497974146,-18.911
51.325808926,-003.497956671,-18.962
51.325814827,-003.497936216,-18.976
51.325813165,-003.497905964,-18.814
51.325819239,-003.497897714,-18.766
51.325815457,-003.497884421,-18.860
51.325817119,-003.497868149,-19.118
51.325818494,-003.497850788,-19.208
51.325808353,-003.497817671,-19.162
51.325810816,-003.497807014,-19.090
51.325817405,-003.497779512,-19.016
51.325813910,-003.497767480,-18.892
51.325819296,-003.497759115,-18.938
51.325814999,-003.497742156,-19.228
51.325809155,-003.497714768,-19.369
51.325811103,-003.497691277,-19.495
51.325818379,-003.497674203,-19.374
51.325817176,-003.497655009,-19.339
51.325809842,-003.497636273,-19.313
51.325809670,-003.497619543,-19.060
51.325816088,-003.497605620,-18.903
51.325817864,-003.497594103,-18.876
51.325819411,-003.497580410,-19.027
51.325818723,-003.497557090,-19.111
51.325818322,-003.497535604,-18.918
51.325812478,-003.497517499,-18.925
51.325808582,-003.497509420,-19.011
51.325809040,-003.497488450,-19.053
51.325809842,-003.497471318,-19.132
51.325811275,-003.497454645,-19.219
51.325809957,-003.497431211,-19.246
51.325812592,-003.497411845,-19.315
51.325808353,-003.497401074,-19.373
51.325817291,-003.497367728,-19.165
51.325817978,-003.497350940,-19.180
51.325819411,-003.497333522,-19.083
51.325808295,-003.497328365,-19.103
51.325811332,-003.497297712,-19.153
51.325809097,-003.497287628,-19.186
51.325816088,-003.497264882,-19.265
51.325817176,-003.497248839,-19.197
51.325810587,-003.497231879,-19.151
51.325812764,-003.497222196,-19.189
51.325810988,-003.497203862,-19.420
51.325815228,-003.497184095,-19.480
51.325809957,-003.497165531,-19.481
51.325809441,-003.497150290,-19.605
51.325818207,-003.497118835,-19.554
51.325808524,-003.497096489,-19.443
51.325818838,-003.497079644,-19.328
51.325818609,-003.497067842,-19.245
51.325814483,-003.497059820,-19.442
51.325815171,-003.497041600,-19.698
51.325826974,-003.500439240,-17.616
51.325830125,-003.500422567,-17.443
51.325824052,-003.500404920,-17.424
51.325823020,-003.500393690,-17.444
51.325819468,-003.500383491,-17.505
51.325820041,-003.500364469,-17.563
51.325821989,-003.500346936,-17.548
51.325823536,-003.500323789,-17.668
51.325821702,-003.500310783,-17.704
51.325821645,-003.500284770,-17.691
51.325830698,-003.500258701,-17.640
51.325828349,-003.500242830,-17.044
51.325822562,-003.500237960,-17.091
51.325828864,-003.500217219,-17.115
51.325820270,-003.500203124,-17.191
51.325821874,-003.500182784,-17.224
51.325822562,-003.500167085,-17.277
51.325826745,-003.500140671,-17.340
51.325820213,-003.500131218,-17.388
51.325822619,-003.500111565,-17.434
51.325823421,-003.500082058,-17.503
51.325821359,-003.500066302,-17.428
51.325829380,-003.500043612,-17.450
51.325820900,-003.500037826,-17.031
51.325824052,-003.500024132,-17.353
51.325820156,-003.500005912,-17.365
51.325819583,-003.499988207,-17.457
51.325819697,-003.499953830,-17.540
51.325821932,-003.499936355,-17.561
51.325827260,-003.499929995,-17.589
51.325819583,-003.499915786,-17.653
51.325819468,-003.499898998,-17.739
51.325830526,-003.499864277,-17.744
51.325826515,-003.499846171,-17.520
51.325826630,-003.499827550,-17.109
51.325823822,-003.499821649,-17.131
51.325826000,-003.499803371,-17.199
51.325820385,-003.499791110,-17.223
51.325823364,-003.499769968,-17.277
51.325821874,-003.499748539,-17.317
51.325820499,-003.499737252,-17.366
51.325819525,-003.499717370,-17.366
51.325829552,-003.499701270,-17.416
51.325822791,-003.499677893,-17.479
51.325820557,-003.499665575,-17.544
51.325821473,-003.499646667,-17.606
51.325821989,-003.499611889,-17.689
51.325819525,-003.499609310,-17.662
51.325820156,-003.499586507,-17.723
51.325828177,-003.499569261,-17.705
51.325829094,-003.499545025,-17.767
51.325820900,-003.499538149,-17.706
51.325819869,-003.499521018,-17.810
51.325828234,-003.499495865,-17.857
51.325827719,-003.499476270,-17.831
51.325825140,-003.499463665,-17.804
51.325821989,-003.499449455,-17.775
51.325822791,-003.499425448,-17.890
51.325828750,-003.499397660,-17.908
51.325829896,-003.499382419,-17.886
51.325829781,-003.499365058,-17.805
51.325828979,-003.499343286,-17.800
51.325830698,-003.499329936,-17.691
51.325828234,-003.499306445,-17.515
51.325827375,-003.499304497,-17.568
51.325821588,-003.499286105,-17.638
51.325822046,-003.499269890,-17.674
51.325827890,-003.499241701,-17.688
51.325824625,-003.499234310,-17.828
